sample-id	study-id	author	sample-name	condition1	condition2	condition3	mix1	mix2	type	absolute-filepath	forward-absolute-filepath	reverse-absolute-filepath
SRR14300830	SRP315877	SINGH_2021	C2-48_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300830_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300830_2.fastq.gz
SRR14300831	SRP315877	SINGH_2021	C2-49_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300831_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300831_2.fastq.gz
SRR14300832	SRP315877	SINGH_2021	C6-35_S72_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300832_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300832_2.fastq.gz
SRR14300833	SRP315877	SINGH_2021	C2-50_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300833_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300833_2.fastq.gz
SRR14300834	SRP315877	SINGH_2021	C2-51_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300834_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300834_2.fastq.gz
SRR14300835	SRP315877	SINGH_2021	C2-52_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300835_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300835_2.fastq.gz
SRR14300836	SRP315877	SINGH_2021	C2-53_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300836_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300836_2.fastq.gz
SRR14300837	SRP315877	SINGH_2021	C2-54_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300837_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300837_2.fastq.gz
SRR14300838	SRP315877	SINGH_2021	C2-55_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300838_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300838_2.fastq.gz
SRR14300839	SRP315877	SINGH_2021	C2-56_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300839_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300839_2.fastq.gz
SRR14300840	SRP315877	SINGH_2021	C2-57_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300840_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300840_2.fastq.gz
SRR14300841	SRP315877	SINGH_2021	C2-58_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300841_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300841_2.fastq.gz
SRR14300842	SRP315877	SINGH_2021	C2-59_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300842_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300842_2.fastq.gz
SRR14300843	SRP315877	SINGH_2021	C6-36_S73_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300843_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300843_2.fastq.gz
SRR14300844	SRP315877	SINGH_2021	C6-63_S100_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300844_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300844_2.fastq.gz
SRR14300845	SRP315877	SINGH_2021	C2-60_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300845_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300845_2.fastq.gz
SRR14300846	SRP315877	SINGH_2021	C2-61_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300846_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300846_2.fastq.gz
SRR14300847	SRP315877	SINGH_2021	C2-62_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300847_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300847_2.fastq.gz
SRR14300848	SRP315877	SINGH_2021	C2-63_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300848_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300848_2.fastq.gz
SRR14300849	SRP315877	SINGH_2021	C2-64_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300849_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300849_2.fastq.gz
SRR14300850	SRP315877	SINGH_2021	C2-66_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300850_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300850_2.fastq.gz
SRR14300851	SRP315877	SINGH_2021	C2-65_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300851_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300851_2.fastq.gz
SRR14300852	SRP315877	SINGH_2021	C2-67_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300852_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300852_2.fastq.gz
SRR14300853	SRP315877	SINGH_2021	C2-68_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300853_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300853_2.fastq.gz
SRR14300854	SRP315877	SINGH_2021	C2-69_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300854_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300854_2.fastq.gz
SRR14300855	SRP315877	SINGH_2021	C6-37_S74_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300855_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300855_2.fastq.gz
SRR14300856	SRP315877	SINGH_2021	C2-70_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300856_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300856_2.fastq.gz
SRR14300857	SRP315877	SINGH_2021	C2-71_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300857_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300857_2.fastq.gz
SRR14300858	SRP315877	SINGH_2021	C2-72_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300858_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300858_2.fastq.gz
SRR14300859	SRP315877	SINGH_2021	C2-73_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300859_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300859_2.fastq.gz
SRR14300860	SRP315877	SINGH_2021	C2-74_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300860_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300860_2.fastq.gz
SRR14300862	SRP315877	SINGH_2021	C2-75_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300862_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300862_2.fastq.gz
SRR14300472	SRP315877	SINGH_2021	C2-77_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300472_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300472_2.fastq.gz
SRR14300473	SRP315877	SINGH_2021	C2-78_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300473_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300473_2.fastq.gz
SRR14300474	SRP315877	SINGH_2021	C2-79_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300474_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300474_2.fastq.gz
SRR14300475	SRP315877	SINGH_2021	C6-38_S75_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300475_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300475_2.fastq.gz
SRR14300476	SRP315877	SINGH_2021	C2-80_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300476_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300476_2.fastq.gz
SRR14300478	SRP315877	SINGH_2021	C2-82_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300478_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300478_2.fastq.gz
SRR14300479	SRP315877	SINGH_2021	C2-83_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300479_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300479_2.fastq.gz
SRR14300480	SRP315877	SINGH_2021	C2-84_L001_R2_001.fastq.gz	FOODWASTE	MIXED_(FOODWASTE_+_sewage_sludge)				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300480_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300480_2.fastq.gz
SRR14300481	SRP315877	SINGH_2021	C3-02_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300481_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300481_2.fastq.gz
SRR14300482	SRP315877	SINGH_2021	C3-01_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300482_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300482_2.fastq.gz
SRR14300483	SRP315877	SINGH_2021	C3-03_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300483_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300483_2.fastq.gz
SRR14300484	SRP315877	SINGH_2021	C3-04_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300484_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300484_2.fastq.gz
SRR14300485	SRP315877	SINGH_2021	C3-05_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300485_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300485_2.fastq.gz
SRR14300486	SRP315877	SINGH_2021	C6-39_S76_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300486_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300486_2.fastq.gz
SRR14300487	SRP315877	SINGH_2021	C3-06_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300487_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300487_2.fastq.gz
SRR14300488	SRP315877	SINGH_2021	C3-07_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300488_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300488_2.fastq.gz
SRR14300489	SRP315877	SINGH_2021	C3-08_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300489_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300489_2.fastq.gz
SRR14300490	SRP315877	SINGH_2021	C3-09_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300490_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300490_2.fastq.gz
SRR14300491	SRP315877	SINGH_2021	C3-10_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300491_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300491_2.fastq.gz
SRR14300492	SRP315877	SINGH_2021	C3-12_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300492_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300492_2.fastq.gz
SRR14300493	SRP315877	SINGH_2021	C3-11_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300493_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300493_2.fastq.gz
SRR14300494	SRP315877	SINGH_2021	C3-13_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300494_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300494_2.fastq.gz
SRR14300495	SRP315877	SINGH_2021	C3-14_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300495_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300495_2.fastq.gz
SRR14300496	SRP315877	SINGH_2021	C3-15_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300496_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300496_2.fastq.gz
SRR14300497	SRP315877	SINGH_2021	C6-40_S77_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300497_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300497_2.fastq.gz
SRR14300498	SRP315877	SINGH_2021	C3-16_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300498_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300498_2.fastq.gz
SRR14300499	SRP315877	SINGH_2021	C3-17_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300499_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300499_2.fastq.gz
SRR14300500	SRP315877	SINGH_2021	C3-18_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300500_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300500_2.fastq.gz
SRR14300501	SRP315877	SINGH_2021	C3-19_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300501_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300501_2.fastq.gz
SRR14300502	SRP315877	SINGH_2021	C3-20_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300502_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300502_2.fastq.gz
SRR14300503	SRP315877	SINGH_2021	C3-22_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300503_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300503_2.fastq.gz
SRR14300504	SRP315877	SINGH_2021	C3-21_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300504_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300504_2.fastq.gz
SRR14300505	SRP315877	SINGH_2021	C3-23_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300505_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300505_2.fastq.gz
SRR14300506	SRP315877	SINGH_2021	C3-24_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300506_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300506_2.fastq.gz
SRR14300507	SRP315877	SINGH_2021	C3-25_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300507_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300507_2.fastq.gz
SRR14300508	SRP315877	SINGH_2021	C6-41_S78_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300508_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300508_2.fastq.gz
SRR14300509	SRP315877	SINGH_2021	C3-26_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300509_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300509_2.fastq.gz
SRR14300510	SRP315877	SINGH_2021	C3-27_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300510_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300510_2.fastq.gz
SRR14300511	SRP315877	SINGH_2021	C3-28_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300511_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300511_2.fastq.gz
SRR14300512	SRP315877	SINGH_2021	C3-29_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300512_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300512_2.fastq.gz
SRR14300513	SRP315877	SINGH_2021	C3-30_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300513_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300513_2.fastq.gz
SRR14300514	SRP315877	SINGH_2021	C3-31_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300514_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300514_2.fastq.gz
SRR14300515	SRP315877	SINGH_2021	C3-32_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300515_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300515_2.fastq.gz
SRR14300516	SRP315877	SINGH_2021	C3-33_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300516_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300516_2.fastq.gz
SRR14300517	SRP315877	SINGH_2021	C3-34_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300517_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300517_2.fastq.gz
SRR14300518	SRP315877	SINGH_2021	C3-35_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300518_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300518_2.fastq.gz
SRR14300519	SRP315877	SINGH_2021	C6-42_S79_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300519_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300519_2.fastq.gz
SRR14300520	SRP315877	SINGH_2021	C3-36_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300520_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300520_2.fastq.gz
SRR14300521	SRP315877	SINGH_2021	C3-37_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300521_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300521_2.fastq.gz
SRR14300522	SRP315877	SINGH_2021	C3-38_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300522_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300522_2.fastq.gz
SRR14300523	SRP315877	SINGH_2021	C3-39_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300523_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300523_2.fastq.gz
SRR14300524	SRP315877	SINGH_2021	C3-40_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300524_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300524_2.fastq.gz
SRR14300525	SRP315877	SINGH_2021	C3-41_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300525_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300525_2.fastq.gz
SRR14300526	SRP315877	SINGH_2021	C3-42_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300526_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300526_2.fastq.gz
SRR14300527	SRP315877	SINGH_2021	C3-43_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300527_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300527_2.fastq.gz
SRR14300528	SRP315877	SINGH_2021	C3-44_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300528_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300528_2.fastq.gz
SRR14300529	SRP315877	SINGH_2021	C3-45_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300529_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300529_2.fastq.gz
SRR14300530	SRP315877	SINGH_2021	C6-43_S80_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300530_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300530_2.fastq.gz
SRR14300531	SRP315877	SINGH_2021	C3-46_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300531_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300531_2.fastq.gz
SRR14300532	SRP315877	SINGH_2021	C3-47_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300532_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300532_2.fastq.gz
SRR14300533	SRP315877	SINGH_2021	C3-48_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300533_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300533_2.fastq.gz
SRR14300534	SRP315877	SINGH_2021	C3-49_L001_R2_001.fastq.gz	MANURE	MANURE				PAIRED-END		/home/ubuntu/biogas/samples/SINGH_2021/SRR14300534_1.fastq.gz	/home/ubuntu/biogas/samples/SINGH_2021/SRR14300534_2.fastq.gz
